method,path,operation_id,requires_auth,primary_tag,summary
GET,/v1/subscriptions/tenants/{tenant_id}/period,current_period_v1_subscriptions_tenants__tenant_id__period_get,True,Subscription Engine,Usage from canonical CommissionRecord source — not cached value
PUT,/v1/subscriptions/tenants/{tenant_id}/plan,update_plan_v1_subscriptions_tenants__tenant_id__plan_put,True,Subscription Engine,Proven proration from immutable SubscriptionPeriod rows
GET,/v1/subscriptions/tenants/{tenant_id}/proration-preview,proration_preview_v1_subscriptions_tenants__tenant_id__proration_preview_get,True,Subscription Engine,Preview proration before plan change — uses immutable period records
POST,/v1/subscriptions/tenants/{tenant_id}/resume,resume_v1_subscriptions_tenants__tenant_id__resume_post,True,Subscription Engine,Resume
GET,/v1/tenant/catalog/available-services,list_available_services_v1_tenant_catalog_available_services_get,True,Tenant Service Catalog,List all active admin services (with tenant's enabled status)
POST,/v1/tenant/catalog/disable-service,disable_service_v1_tenant_catalog_disable_service_post,True,Tenant Service Catalog,Disable a master service for this tenant
POST,/v1/tenant/catalog/enable-service,enable_service_v1_tenant_catalog_enable_service_post,True,Tenant Service Catalog,Enable an admin master service for this tenant
GET,/v1/tenant/catalog/enabled-services,list_enabled_services_v1_tenant_catalog_enabled_services_get,True,Tenant Service Catalog,List tenant's enabled services
GET,/v1/tenant/catalog/enabled-services/{tenant_service_id},get_enabled_service_v1_tenant_catalog_enabled_services__tenant_service_id__get,True,Tenant Service Catalog,Get a tenant enabled service detail
PUT,/v1/tenant/catalog/enabled-services/{tenant_service_id},update_enabled_service_v1_tenant_catalog_enabled_services__tenant_service_id__put,True,Tenant Service Catalog,Update tenant service overrides / display name
GET,/v1/tenant/catalog/enabled-services/{tenant_service_id}/brand-pricing,get_tenant_brand_pricing_v1_tenant_catalog_enabled_services__tenant_service_id__brand_pricing_get,True,Tenant Service Catalog,Get provider brand override price range + customer preview
GET,/v1/tenant/catalog/enabled-services/{tenant_service_id}/brands,get_tenant_service_brands_v1_tenant_catalog_enabled_services__tenant_service_id__brands_get,True,Tenant Service Catalog,Get tenant's supported brands for service
PUT,/v1/tenant/catalog/enabled-services/{tenant_service_id}/brands,set_tenant_service_brands_v1_tenant_catalog_enabled_services__tenant_service_id__brands_put,True,Tenant Service Catalog,Set tenant's supported brands for service
PUT,/v1/tenant/catalog/enabled-services/{tenant_service_id}/brands/{brand_id}/pricing,set_tenant_brand_pricing_v1_tenant_catalog_enabled_services__tenant_service_id__brands__brand_id__pricing_put,True,Tenant Service Catalog,Set provider brand override price range
POST,/v1/tenant/catalog/enabled-services/{tenant_service_id}/publish,publish_tenant_service_v1_tenant_catalog_enabled_services__tenant_service_id__publish_post,True,Tenant Service Catalog,"Publish a service — validates completeness, requires an active service area"
POST,/v1/tenant/catalog/enabled-services/{tenant_service_id}/save-draft,save_tenant_service_draft_v1_tenant_catalog_enabled_services__tenant_service_id__save_draft_post,True,Tenant Service Catalog,Save current setup progress as a draft
GET,/v1/tenant/catalog/enabled-services/{tenant_service_id}/type-pricing,get_tenant_type_pricing_v1_tenant_catalog_enabled_services__tenant_service_id__type_pricing_get,True,Tenant Service Catalog,Get provider price range + customer preview per selected type
GET,/v1/tenant/catalog/enabled-services/{tenant_service_id}/types,get_tenant_service_types_v1_tenant_catalog_enabled_services__tenant_service_id__types_get,True,Tenant Service Catalog,Get tenant's supported types for service
PUT,/v1/tenant/catalog/enabled-services/{tenant_service_id}/types,set_tenant_service_types_v1_tenant_catalog_enabled_services__tenant_service_id__types_put,True,Tenant Service Catalog,Set tenant's supported types for service
PUT,/v1/tenant/catalog/enabled-services/{tenant_service_id}/types/{service_type_id}/pricing,set_tenant_type_pricing_v1_tenant_catalog_enabled_services__tenant_service_id__types__service_type_id__pricing_put,True,Tenant Service Catalog,Set provider price range for one type
GET,/v1/tenant/catalog/home-services/available-services,list_home_services_available_services_v1_tenant_catalog_home_services_available_services_get,True,Tenant Service Catalog,List Home Services-only admin catalog (with tenant's enabled status)
GET,/v1/tenant/catalog/home-services/enabled-services,list_home_services_enabled_services_v1_tenant_catalog_home_services_enabled_services_get,True,Tenant Service Catalog,List tenant's enabled Home Services (setup wizard's Enabled Services list)
POST,/v1/tenant/catalog/price-options/preview,preview_tenant_price_options_v1_tenant_catalog_price_options_preview_post,True,Tenant Service Catalog,Preview automatic Low/Mid/High for a candidate provider price range
GET,/v1/tenant/checklist-templates,list_templates_v1_tenant_checklist_templates_get,True,Checklist Templates,Step 8: List my tenant's checklist templates
POST,/v1/tenant/checklist-templates,create_template_v1_tenant_checklist_templates_post,True,Checklist Templates,Step 8: Create a checklist template for a catalog service
GET,/v1/tenant/checklist-templates/{template_id},get_template_v1_tenant_checklist_templates__template_id__get,True,Checklist Templates,Step 8: Get a checklist template with its items
PUT,/v1/tenant/checklist-templates/{template_id},update_template_v1_tenant_checklist_templates__template_id__put,True,Checklist Templates,Step 8: Update a checklist template
DELETE,/v1/tenant/checklist-templates/{template_id},delete_template_v1_tenant_checklist_templates__template_id__delete,True,Checklist Templates,Step 8: Soft delete a checklist template
GET,/v1/tenant/checklist-templates/{template_id}/items,list_items_v1_tenant_checklist_templates__template_id__items_get,True,Checklist Templates,Step 8: List a template's checklist items
POST,/v1/tenant/checklist-templates/{template_id}/items,add_item_v1_tenant_checklist_templates__template_id__items_post,True,Checklist Templates,Step 8: Add a checklist item to a template
PUT,/v1/tenant/checklist-templates/{template_id}/items/{item_id},update_item_v1_tenant_checklist_templates__template_id__items__item_id__put,True,Checklist Templates,Step 8: Update a checklist template item
DELETE,/v1/tenant/checklist-templates/{template_id}/items/{item_id},delete_item_v1_tenant_checklist_templates__template_id__items__item_id__delete,True,Checklist Templates,Step 8: Soft delete a checklist template item
GET,/v1/tenant/commissions,tenant_list_commissions_v1_tenant_commissions_get,True,Tenant Packages,List commission deductions for this tenant
GET,/v1/tenant/credit-ledger,tenant_get_credit_ledger_v1_tenant_credit_ledger_get,True,Tenant Packages,Get credit ledger
GET,/v1/tenant/credit-wallet,tenant_get_credit_wallet_v1_tenant_credit_wallet_get,True,Tenant Packages,Get credit wallet balance
GET,/v1/tenant/dashboard/coaching/summary,coaching_summary_v1_tenant_dashboard_coaching_summary_get,True,Tenant Portal,Coaching dashboard summary
GET,/v1/tenant/dashboard/home-services/summary,home_services_summary_v1_tenant_dashboard_home_services_summary_get,True,Tenant Portal,Home services dashboard summary
GET,/v1/tenant/dashboard/real-estate/summary,real_estate_summary_v1_tenant_dashboard_real_estate_summary_get,True,Tenant Portal,Real estate dashboard summary
GET,/v1/tenant/dashboard/runtime,get_dashboard_runtime_v1_tenant_dashboard_runtime_get,True,Tenant Portal,Return tenant category runtime — drives which dashboard component loads
GET,/v1/tenant/engines/effective,get_tenant_effective_engines_v1_tenant_engines_effective_get,True,Tenant Portal,Effective engine list for this tenant
GET,/v1/tenant/finance/commissions,finance_commissions_v1_tenant_finance_commissions_get,True,Tenant Finance,Step 9: My tenant's commission history
GET,/v1/tenant/finance/invoices,finance_invoices_v1_tenant_finance_invoices_get,True,Tenant Finance,Step 9: My tenant's invoices
GET,/v1/tenant/finance/payments,finance_payments_v1_tenant_finance_payments_get,True,Tenant Finance,Step 9: My tenant's payments
GET,/v1/tenant/finance/summary,finance_summary_v1_tenant_finance_summary_get,True,Tenant Finance,Step 9: My tenant's finance summary
GET,/v1/tenant/home-services/customer-price-preview,tenant_customer_price_preview_v1_tenant_home_services_customer_price_preview_get,True,Home Services Customer Price Preview,See what customers will see: Low/Mid/High for this tenant's own service (read-on
GET,/v1/tenant/home-services/matching-readiness,tenant_matching_readiness_v1_tenant_home_services_matching_readiness_get,True,Home Services Customer Price Preview,Check whether this tenant currently passes provider-first matching eligibility (
GET,/v1/tenant/monetization/status,get_monetization_status_v1_tenant_monetization_status_get,True,Tenant Portal,Tenant monetization readiness status
GET,/v1/tenant/navigation,get_navigation_v1_tenant_navigation_get,True,Tenant Portal,Dynamic sidebar navigation for this tenant's category
GET,/v1/tenant/packages/available,tenant_get_available_packages_v1_tenant_packages_available_get,True,Tenant Packages,Get packages available to this tenant
GET,/v1/tenant/packages/purchases,tenant_list_purchases_v1_tenant_packages_purchases_get,True,Tenant Packages,List this tenant's package purchase history
POST,/v1/tenant/packages/{package_id}/purchase,tenant_purchase_package_v1_tenant_packages__package_id__purchase_post,True,Tenant Packages,Purchase a package
GET,/v1/tenant/profile,get_profile_v1_tenant_profile_get,True,Tenant Portal,Get Profile
PATCH,/v1/tenant/profile,update_profile_v1_tenant_profile_patch,True,Tenant Portal,Update Profile
GET,/v1/tenant/security-deposit,tenant_get_deposit_v1_tenant_security_deposit_get,True,Tenant Packages,Get security deposit status
GET,/v1/tenant/service-areas,list_service_areas_v1_tenant_service_areas_get,True,Tenant Portal,List Service Areas
POST,/v1/tenant/service-areas,create_service_area_v1_tenant_service_areas_post,True,Tenant Portal,Create Service Area
GET,/v1/tenant/service-areas/limits,get_tenant_service_area_limits_v1_tenant_service_areas_limits_get,True,Serviceability,Get service area plan limits
POST,/v1/tenant/service-areas/validate,validate_tenant_service_area_v1_tenant_service_areas_validate_post,True,Serviceability,Validate a candidate service area before saving
GET,/v1/tenant/service-areas/{area_id},get_tenant_service_area_v1_tenant_service_areas__area_id__get,True,Serviceability,Get one service area
PUT,/v1/tenant/service-areas/{area_id},update_tenant_service_area_v1_tenant_service_areas__area_id__put,True,Serviceability,Update a service area
DELETE,/v1/tenant/service-areas/{area_id},delete_service_area_v1_tenant_service_areas__area_id__delete,True,Tenant Portal,Delete Service Area
PATCH,/v1/tenant/service-areas/{area_id},update_service_area_v1_tenant_service_areas__area_id__patch,True,Tenant Portal,Update Service Area
POST,/v1/tenant/service-areas/{area_id}/services,add_service_mapping_v1_tenant_service_areas__area_id__services_post,True,Serviceability,Add a service mapping to an area
GET,/v1/tenant/service-areas/{area_id}/services,list_service_mappings_v1_tenant_service_areas__area_id__services_get,True,Serviceability,List service mappings for an area
PUT,/v1/tenant/service-areas/{area_id}/services/{mapping_id},update_service_mapping_v1_tenant_service_areas__area_id__services__mapping_id__put,True,Serviceability,Update a service mapping
DELETE,/v1/tenant/service-areas/{area_id}/services/{mapping_id},delete_service_mapping_v1_tenant_service_areas__area_id__services__mapping_id__delete,True,Serviceability,Remove a service mapping
POST,/v1/tenant/service-areas/{area_id}/set-primary,set_primary_tenant_service_area_v1_tenant_service_areas__area_id__set_primary_post,True,Serviceability,Set a service area as the primary coverage area
GET,/v1/tenant/settings,get_settings_v1_tenant_settings_get,True,Tenant Portal,Get Settings
PATCH,/v1/tenant/settings,update_settings_v1_tenant_settings_patch,True,Tenant Portal,Update Settings
GET,/v1/tenant/staff,list_staff_v1_tenant_staff_get,True,Tenant Portal,List Staff
POST,/v1/tenant/staff,create_staff_v1_tenant_staff_post,True,Tenant Portal,Create Staff
POST,/v1/tenant/staff/{staff_id}/deactivate,deactivate_staff_v1_tenant_staff__staff_id__deactivate_post,True,Tenant Portal,Deactivate Staff
PATCH,/v1/tenant/staff/{staff_id}/photo,update_staff_photo_v1_tenant_staff__staff_id__photo_patch,True,Tenant Portal,Update Staff Photo
POST,/v1/tenant/staff/{user_id}/lock,lock_staff_v1_tenant_staff__user_id__lock_post,True,Tenant Portal,Lock a staff member's account (tenant-scoped)
GET,/v1/tenant/staff/{user_id}/login-history,staff_login_history_v1_tenant_staff__user_id__login_history_get,True,Tenant Portal,Get staff login history (tenant-scoped)
GET,/v1/tenant/staff/{user_id}/security,staff_security_status_v1_tenant_staff__user_id__security_get,True,Tenant Portal,Get staff security status (tenant-scoped)
POST,/v1/tenant/staff/{user_id}/sessions/revoke-all,revoke_staff_sessions_v1_tenant_staff__user_id__sessions_revoke_all_post,True,Tenant Portal,Revoke all sessions for a staff member
POST,/v1/tenant/staff/{user_id}/unlock,unlock_staff_v1_tenant_staff__user_id__unlock_post,True,Tenant Portal,Unlock a staff member's account (tenant-scoped)
GET,/v1/tenant/storage-quota,tenant_get_storage_quota_v1_tenant_storage_quota_get,True,Tenant Packages,Get storage quota usage
GET,/v1/tenant/users,list_users_v1_tenant_users_get,True,Tenant Portal,List Users
POST,/v1/tenant/users,create_user_v1_tenant_users_post,True,Tenant Portal,Create User
POST,/v1/tenant/users/{user_id}/suspend,suspend_user_v1_tenant_users__user_id__suspend_post,True,Tenant Portal,Suspend User
GET,/v1/tenant/wallet,get_tenant_wallet_v1_tenant_wallet_get,True,Tenant Portal,Get Tenant Wallet
GET,/v1/tenant/wallet/ledger,get_tenant_ledger_v1_tenant_wallet_ledger_get,True,Tenant Portal,Get Tenant Ledger
GET,/v1/tenants,list_tenants_v1_tenants_get,True,Tenant Engine,[Admin] List all tenants with cursor pagination
GET,/v1/tenants/meta,engine_meta_v1_tenants_meta_get,False,Tenant Engine,Tenant engine introspection
GET,/v1/tenants/onboarding/queue,list_onboarding_queue_v1_tenants_onboarding_queue_get,True,Tenant Engine,[Admin] List all onboarding requests
POST,/v1/tenants/onboarding/signup,submit_signup_v1_tenants_onboarding_signup_post,False,Tenant Engine,Submit tenant signup request (public — no auth)
GET,/v1/tenants/onboarding/{request_id},get_onboarding_request_v1_tenants_onboarding__request_id__get,True,Tenant Engine,Get onboarding request detail
